,Station,Depth,Filter,MGT,Transcripts,Gene,Ocean_and_sea_regions,Reads_per_Kb_per_million_mapped_reads
1617,100,DCM,20 to 180,44,1.18e-06,dsyb,South Pacific Ocean,1180.0
1618,100,DCM,20 to 180,12,0.0,dsyb,South Pacific Ocean,0.0
1619,146,SRF,5 to 20,1255,8.72e-08,dsyb,North Atlantic Ocean,87.2
1620,146,SRF,5 to 20,1580,0.0,dsyb,North Atlantic Ocean,0.0
1621,146,SRF,5 to 20,2493,0.0,dsyb,North Atlantic Ocean,0.0
1622,72,SRF,20 to 180,46,0.0,dsyb,South Atlantic Ocean,0.0
1623,123,SRF,0.8 to 5,13,0.0,dsyb,South Pacific Ocean,0.0
1624,123,SRF,0.8 to 5,44,5.23e-06,dsyb,South Pacific Ocean,5230.0
1625,123,SRF,0.8 to 5,2743,5.2300000000000005e-08,dsyb,South Pacific Ocean,52.300000000000004
1626,123,SRF,0.8 to 5,76,1.5e-06,dsyb,South Pacific Ocean,1500.0
1627,123,SRF,0.8 to 5,66,5.03e-07,dsyb,South Pacific Ocean,503.0
1628,123,SRF,0.8 to 5,36,9.720000000000001e-08,dsyb,South Pacific Ocean,97.20000000000002
1629,123,SRF,0.8 to 5,225,2.92e-08,dsyb,South Pacific Ocean,29.2
1630,123,SRF,0.8 to 5,58,1.72e-07,dsyb,South Pacific Ocean,172.0
1631,23,SRF,20 to 180,12,0.0,dsyb,Mediterranean Sea,0.0
1632,23,SRF,20 to 180,13,0.0,dsyb,Mediterranean Sea,0.0
1633,23,SRF,20 to 180,35,0.0,dsyb,Mediterranean Sea,0.0
1634,23,SRF,20 to 180,38,3.44e-08,dsyb,Mediterranean Sea,34.4
1635,128,DCM,20 to 180,46,0.0,dsyb,North Pacific Ocean,0.0
1636,128,DCM,20 to 180,332,4.8e-08,dsyb,North Pacific Ocean,48.0
1637,128,DCM,20 to 180,179,8.150000000000001e-08,dsyb,North Pacific Ocean,81.50000000000001
1638,128,DCM,20 to 180,44,6.03e-07,dsyb,North Pacific Ocean,603.0
1639,128,DCM,20 to 180,166,7.690000000000001e-08,dsyb,North Pacific Ocean,76.9
1640,102,DCM,20 to 180,332,7.25e-08,dsyb,South Pacific Ocean,72.5
1641,102,DCM,20 to 180,44,1.04e-06,dsyb,South Pacific Ocean,1040.0
1642,76,DCM,5 to 20,44,5.71e-08,dsyb,South Atlantic Ocean,57.1
1643,102,DCM,180 to 2000,44,5.82e-07,dsyb,South Pacific Ocean,582.0
1644,102,DCM,180 to 2000,332,5.6900000000000007e-08,dsyb,South Pacific Ocean,56.900000000000006
1645,102,DCM,180 to 2000,58,0.0,dsyb,South Pacific Ocean,0.0
1646,41,DCM,20 to 180,188,4.91e-08,dsyb,Indian Ocean,49.1
1647,41,DCM,20 to 180,166,7.66e-08,dsyb,Indian Ocean,76.6
1648,41,DCM,20 to 180,46,0.0,dsyb,Indian Ocean,0.0
1649,82,SRF,180 to 2000,74,0.0,dsyb,Southern Ocean (S of 40S),0.0
1650,82,SRF,180 to 2000,85,0.0,dsyb,Southern Ocean (S of 40S),0.0
1651,82,SRF,180 to 2000,13,2.09e-06,dsyb,Southern Ocean (S of 40S),2090.0
1652,82,SRF,180 to 2000,67,7.34e-08,dsyb,Southern Ocean (S of 40S),73.39999999999999
1653,82,SRF,180 to 2000,30,8.54e-08,dsyb,Southern Ocean (S of 40S),85.39999999999999
1654,82,SRF,180 to 2000,4,2.77e-07,dsyb,Southern Ocean (S of 40S),277.0
1655,82,SRF,180 to 2000,112,0.0,dsyb,Southern Ocean (S of 40S),0.0
1656,46,SRF,180 to 2000,166,7.31e-08,dsyb,Indian Ocean,73.1
1657,125,SRF,0.8 to 5,36,2.76e-08,dsyb,South Pacific Ocean,27.599999999999998
1658,125,SRF,0.8 to 5,44,1.0800000000000002e-05,dsyb,South Pacific Ocean,10800.000000000002
1659,125,SRF,0.8 to 5,2743,7.809999999999999e-08,dsyb,South Pacific Ocean,78.1
1660,125,SRF,0.8 to 5,58,6.02e-08,dsyb,South Pacific Ocean,60.199999999999996
1661,125,SRF,0.8 to 5,66,2.91e-07,dsyb,South Pacific Ocean,291.0
1662,137,SRF,0.8 to 5,58,6.64e-08,dsyb,North Pacific Ocean,66.4
1663,137,SRF,0.8 to 5,4,1.0099999999999999e-07,dsyb,North Pacific Ocean,100.99999999999999
1664,137,SRF,0.8 to 5,225,4.16e-08,dsyb,North Pacific Ocean,41.6
1665,137,SRF,0.8 to 5,36,8.109999999999999e-08,dsyb,North Pacific Ocean,81.1
1666,137,SRF,0.8 to 5,166,5.16e-08,dsyb,North Pacific Ocean,51.6
1667,137,SRF,0.8 to 5,66,3.5200000000000003e-07,dsyb,North Pacific Ocean,352.00000000000006
1668,137,SRF,0.8 to 5,332,3.48e-08,dsyb,North Pacific Ocean,34.8
1669,137,SRF,0.8 to 5,2743,2.6800000000000002e-08,dsyb,North Pacific Ocean,26.8
1670,137,SRF,0.8 to 5,179,2.27e-08,dsyb,North Pacific Ocean,22.700000000000003
1671,137,SRF,0.8 to 5,44,4.31e-06,dsyb,North Pacific Ocean,4310.0
1672,122,SRF,0.8 to 5,44,1.53e-06,dsyb,South Pacific Ocean,1530.0
1673,122,SRF,0.8 to 5,58,1.1599999999999999e-07,dsyb,South Pacific Ocean,116.0
1674,122,SRF,0.8 to 5,66,3.08e-08,dsyb,South Pacific Ocean,30.799999999999997
1675,122,SRF,0.8 to 5,332,4.0300000000000004e-08,dsyb,South Pacific Ocean,40.300000000000004
1676,124,SRF,5 to 20,332,1.8600000000000002e-07,dsyb,South Pacific Ocean,186.00000000000003
1677,124,SRF,5 to 20,44,1.49e-06,dsyb,South Pacific Ocean,1490.0
1678,139,SRF,180 to 2000,44,2.77e-07,dsyb,North Pacific Ocean,277.0
1679,41,DCM,5 to 20,178,0.0,dsyb,Indian Ocean,0.0
1680,41,DCM,5 to 20,44,3.08e-07,dsyb,Indian Ocean,308.0
1681,41,DCM,5 to 20,166,1.49e-06,dsyb,Indian Ocean,1490.0
1682,41,DCM,5 to 20,66,2.8300000000000003e-07,dsyb,Indian Ocean,283.00000000000006
1683,41,DCM,5 to 20,179,5.49e-07,dsyb,Indian Ocean,549.0
1684,36,DCM,0.8 to 5,58,2.54e-08,dsyb,Indian Ocean,25.4
1685,36,DCM,0.8 to 5,188,3.67e-08,dsyb,Indian Ocean,36.699999999999996
1686,36,DCM,0.8 to 5,166,2.88e-06,dsyb,Indian Ocean,2880.0
1687,36,DCM,0.8 to 5,36,0.0,dsyb,Indian Ocean,0.0
1688,36,DCM,0.8 to 5,179,1.02e-06,dsyb,Indian Ocean,1020.0
1689,36,DCM,0.8 to 5,66,3.33e-07,dsyb,Indian Ocean,333.0
1690,36,DCM,0.8 to 5,76,2.6e-08,dsyb,Indian Ocean,26.0
1691,36,DCM,0.8 to 5,44,2.25e-07,dsyb,Indian Ocean,225.0
1692,36,DCM,0.8 to 5,178,0.0,dsyb,Indian Ocean,0.0
1693,81,DCM,180 to 2000,112,0.0,dsyb,Southern Ocean (S of 40S),0.0
1694,81,DCM,180 to 2000,4,2.4199999999999998e-08,dsyb,Southern Ocean (S of 40S),24.2
1695,81,DCM,180 to 2000,67,0.0,dsyb,Southern Ocean (S of 40S),0.0
1696,81,DCM,180 to 2000,58,2.85e-08,dsyb,Southern Ocean (S of 40S),28.5
1697,81,DCM,180 to 2000,13,1.66e-07,dsyb,Southern Ocean (S of 40S),166.0
1698,146,SRF,20 to 180,2493,0.0,dsyb,North Atlantic Ocean,0.0
1699,146,SRF,20 to 180,12,0.0,dsyb,North Atlantic Ocean,0.0
1700,146,SRF,20 to 180,38,3.73e-08,dsyb,North Atlantic Ocean,37.300000000000004
1701,41,SRF,20 to 180,46,0.0,dsyb,Indian Ocean,0.0
1702,124,SRF,20 to 180,44,1.21e-06,dsyb,South Pacific Ocean,1210.0
1703,124,SRF,20 to 180,332,9.22e-08,dsyb,South Pacific Ocean,92.2
1704,152,SRF,5 to 20,1255,2.4399999999999996e-07,dsyb,North Atlantic Ocean,243.99999999999997
1705,131,DCM,5 to 20,12,0.0,dsyb,North Pacific Ocean,0.0
1706,85,SRF,0.8 to 5,112,0.0,dsyb,Southern Ocean (S of 40S),0.0
1707,85,SRF,0.8 to 5,67,5.76e-06,dsyb,Southern Ocean (S of 40S),5760.0
1708,85,SRF,0.8 to 5,58,0.0,dsyb,Southern Ocean (S of 40S),0.0
1709,85,SRF,0.8 to 5,4,2.23e-05,dsyb,Southern Ocean (S of 40S),22300.0
1710,85,SRF,0.8 to 5,85,0.0,dsyb,Southern Ocean (S of 40S),0.0
1711,85,SRF,0.8 to 5,74,1.74e-06,dsyb,Southern Ocean (S of 40S),1740.0
1712,85,SRF,0.8 to 5,30,1.7e-07,dsyb,Southern Ocean (S of 40S),170.0
1713,85,SRF,0.8 to 5,13,1.12e-05,dsyb,Southern Ocean (S of 40S),11200.0
1714,110,SRF,20 to 180,44,2.3600000000000002e-07,dsyb,South Pacific Ocean,236.00000000000003
1715,110,SRF,20 to 180,46,0.0,dsyb,South Pacific Ocean,0.0
1716,110,SRF,20 to 180,58,0.0,dsyb,South Pacific Ocean,0.0
1717,142,DCM,5 to 20,44,2.67e-08,dsyb,North Atlantic Ocean,26.7
1718,65,SRF,5 to 20,46,0.0,dsyb,Indian Ocean,0.0
1719,65,SRF,5 to 20,178,0.0,dsyb,Indian Ocean,0.0
1720,68,SRF,0.8 to 5,2743,3.07e-08,dsyb,South Atlantic Ocean,30.699999999999996
1721,68,SRF,0.8 to 5,66,6.76e-07,dsyb,South Atlantic Ocean,676.0
1722,68,SRF,0.8 to 5,24,2.21e-07,dsyb,South Atlantic Ocean,221.0
1723,68,SRF,0.8 to 5,13,2.9500000000000003e-08,dsyb,South Atlantic Ocean,29.500000000000004
1724,68,SRF,0.8 to 5,178,0.0,dsyb,South Atlantic Ocean,0.0
1725,68,SRF,0.8 to 5,44,1.14e-07,dsyb,South Atlantic Ocean,114.0
1726,68,SRF,0.8 to 5,747,2.57e-08,dsyb,South Atlantic Ocean,25.7
1727,68,SRF,0.8 to 5,58,7.43e-08,dsyb,South Atlantic Ocean,74.3
1728,68,SRF,0.8 to 5,36,2.7e-07,dsyb,South Atlantic Ocean,270.0
1729,68,SRF,0.8 to 5,166,4.43e-08,dsyb,South Atlantic Ocean,44.3
1730,68,SRF,0.8 to 5,225,8.800000000000001e-08,dsyb,South Atlantic Ocean,88.00000000000001
1731,137,DCM,20 to 180,44,2.1399999999999998e-07,dsyb,North Pacific Ocean,213.99999999999997
1732,137,DCM,20 to 180,13,2.33e-08,dsyb,North Pacific Ocean,23.3
1733,137,DCM,20 to 180,58,0.0,dsyb,North Pacific Ocean,0.0
1734,137,DCM,20 to 180,35,0.0,dsyb,North Pacific Ocean,0.0
1735,137,DCM,20 to 180,46,0.0,dsyb,North Pacific Ocean,0.0
1736,137,DCM,20 to 180,332,2.46e-08,dsyb,North Pacific Ocean,24.599999999999998
1737,152,SRF,0.8 to 5,36,2.37e-07,dsyb,North Atlantic Ocean,237.0
1738,152,SRF,0.8 to 5,166,1.49e-07,dsyb,North Atlantic Ocean,149.0
1739,152,SRF,0.8 to 5,29,8.46e-08,dsyb,North Atlantic Ocean,84.60000000000001
1740,152,SRF,0.8 to 5,225,9.13e-08,dsyb,North Atlantic Ocean,91.3
1741,152,SRF,0.8 to 5,58,1.75e-07,dsyb,North Atlantic Ocean,175.0
1742,152,SRF,0.8 to 5,44,1.8100000000000002e-07,dsyb,North Atlantic Ocean,181.00000000000003
1743,152,SRF,0.8 to 5,59,4.2e-08,dsyb,North Atlantic Ocean,42.0
1744,152,SRF,0.8 to 5,2743,9.429999999999999e-08,dsyb,North Atlantic Ocean,94.3
1745,152,SRF,0.8 to 5,179,4.4900000000000005e-08,dsyb,North Atlantic Ocean,44.900000000000006
1746,152,SRF,0.8 to 5,66,3.64e-07,dsyb,North Atlantic Ocean,364.0
1747,76,SRF,180 to 2000,38,2.3100000000000002e-08,dsyb,South Atlantic Ocean,23.1
1748,76,SRF,180 to 2000,179,3.86e-08,dsyb,South Atlantic Ocean,38.6
1749,76,SRF,180 to 2000,2493,0.0,dsyb,South Atlantic Ocean,0.0
1750,76,SRF,180 to 2000,166,1.65e-07,dsyb,South Atlantic Ocean,165.0
1751,146,SRF,0.8 to 5,66,2.33e-06,dsyb,North Atlantic Ocean,2330.0
1752,146,SRF,0.8 to 5,44,3.24e-08,dsyb,North Atlantic Ocean,32.4
1753,146,SRF,0.8 to 5,178,0.0,dsyb,North Atlantic Ocean,0.0
1754,146,SRF,0.8 to 5,12,0.0,dsyb,North Atlantic Ocean,0.0
1755,146,SRF,0.8 to 5,58,2.0899999999999998e-07,dsyb,North Atlantic Ocean,208.99999999999997
1756,146,SRF,0.8 to 5,4,0.0,dsyb,North Atlantic Ocean,0.0
1757,146,SRF,0.8 to 5,112,0.0,dsyb,North Atlantic Ocean,0.0
1758,146,SRF,0.8 to 5,225,1.74e-07,dsyb,North Atlantic Ocean,174.0
1759,146,SRF,0.8 to 5,166,3.68e-08,dsyb,North Atlantic Ocean,36.8
1760,146,SRF,0.8 to 5,36,2.61e-07,dsyb,North Atlantic Ocean,261.0
1761,144,SRF,180 to 2000,2493,0.0,dsyb,North Atlantic Ocean,0.0
1762,144,SRF,180 to 2000,38,9.32e-08,dsyb,North Atlantic Ocean,93.2
1763,144,SRF,180 to 2000,46,0.0,dsyb,North Atlantic Ocean,0.0
1764,52,DCM,180 to 2000,38,4.42e-08,dsyb,Indian Ocean,44.199999999999996
1765,52,DCM,180 to 2000,2493,0.0,dsyb,Indian Ocean,0.0
1766,52,DCM,180 to 2000,44,2.05e-07,dsyb,Indian Ocean,205.0
1767,132,SRF,5 to 20,46,0.0,dsyb,North Pacific Ocean,0.0
1768,72,SRF,5 to 20,13,6.04e-08,dsyb,South Atlantic Ocean,60.4
1769,72,SRF,5 to 20,38,5.52e-08,dsyb,South Atlantic Ocean,55.199999999999996
1770,72,SRF,5 to 20,4,3.33e-08,dsyb,South Atlantic Ocean,33.3
1771,72,SRF,5 to 20,1580,0.0,dsyb,South Atlantic Ocean,0.0
1772,72,SRF,5 to 20,67,0.0,dsyb,South Atlantic Ocean,0.0
1773,100,SRF,5 to 20,2743,4.42e-08,dsyb,South Pacific Ocean,44.199999999999996
1774,100,SRF,5 to 20,58,1.13e-07,dsyb,South Pacific Ocean,113.0
1775,100,SRF,5 to 20,12,0.0,dsyb,South Pacific Ocean,0.0
1776,100,SRF,5 to 20,44,9.740000000000001e-07,dsyb,South Pacific Ocean,974.0000000000001
1777,36,DCM,20 to 180,188,2.57e-08,dsyb,Indian Ocean,25.7
1778,36,DCM,20 to 180,166,2.0399999999999997e-07,dsyb,Indian Ocean,203.99999999999997
1779,36,DCM,20 to 180,58,3.52e-08,dsyb,Indian Ocean,35.199999999999996
1780,36,DCM,20 to 180,46,0.0,dsyb,Indian Ocean,0.0
1781,36,DCM,20 to 180,179,7.83e-08,dsyb,Indian Ocean,78.30000000000001
1782,76,DCM,180 to 2000,38,3.87e-08,dsyb,South Atlantic Ocean,38.7
1783,138,DCM,5 to 20,44,1.85e-07,dsyb,North Pacific Ocean,185.0
1784,138,DCM,5 to 20,166,2.6e-08,dsyb,North Pacific Ocean,26.0
1785,138,DCM,5 to 20,12,0.0,dsyb,North Pacific Ocean,0.0
1786,138,DCM,5 to 20,35,0.0,dsyb,North Pacific Ocean,0.0
1787,138,DCM,5 to 20,46,0.0,dsyb,North Pacific Ocean,0.0
1788,138,DCM,5 to 20,332,2.67e-08,dsyb,North Pacific Ocean,26.7
1789,22,DCM,20 to 180,12,0.0,dsyb,Mediterranean Sea,0.0
1790,22,DCM,20 to 180,35,0.0,dsyb,Mediterranean Sea,0.0
1791,38,SRF,0.8 to 5,179,3.55e-06,dsyb,Indian Ocean,3550.0
1792,38,SRF,0.8 to 5,66,6.48e-07,dsyb,Indian Ocean,648.0
1793,38,SRF,0.8 to 5,36,0.0,dsyb,Indian Ocean,0.0
1794,38,SRF,0.8 to 5,166,8.3e-06,dsyb,Indian Ocean,8300.0
1795,38,SRF,0.8 to 5,188,4.45e-08,dsyb,Indian Ocean,44.5
1796,38,SRF,0.8 to 5,44,4.52e-07,dsyb,Indian Ocean,452.0
1797,132,SRF,180 to 2000,38,6.59e-08,dsyb,North Pacific Ocean,65.9
1798,23,SRF,0.8 to 5,36,8.57e-08,dsyb,Mediterranean Sea,85.7
1799,23,SRF,0.8 to 5,2743,3.09e-08,dsyb,Mediterranean Sea,30.9
1800,23,SRF,0.8 to 5,66,8.58e-08,dsyb,Mediterranean Sea,85.8
1801,67,SRF,180 to 2000,44,1.14e-07,dsyb,South Atlantic Ocean,114.0
1802,132,DCM,5 to 20,12,0.0,dsyb,North Pacific Ocean,0.0
1803,128,SRF,180 to 2000,44,1.22e-06,dsyb,North Pacific Ocean,1220.0
1804,128,SRF,180 to 2000,166,1.41e-07,dsyb,North Pacific Ocean,141.0
1805,128,SRF,180 to 2000,332,1.15e-07,dsyb,North Pacific Ocean,115.0
1806,83,SRF,5 to 20,112,0.0,dsyb,Southern Ocean (S of 40S),0.0
1807,83,SRF,5 to 20,67,0.0,dsyb,Southern Ocean (S of 40S),0.0
1808,83,SRF,5 to 20,4,4.8099999999999994e-08,dsyb,Southern Ocean (S of 40S),48.099999999999994
1809,83,SRF,5 to 20,13,1.67e-07,dsyb,Southern Ocean (S of 40S),167.0
1810,39,SRF,180 to 2000,166,3.68e-08,dsyb,Indian Ocean,36.8
1811,68,DCM,0.8 to 5,58,5.67e-08,dsyb,South Atlantic Ocean,56.699999999999996
1812,68,DCM,0.8 to 5,166,1.78e-07,dsyb,South Atlantic Ocean,178.0
1813,68,DCM,0.8 to 5,36,4.69e-08,dsyb,South Atlantic Ocean,46.900000000000006
1814,68,DCM,0.8 to 5,188,2.84e-08,dsyb,South Atlantic Ocean,28.4
1815,68,DCM,0.8 to 5,66,1.0699999999999999e-07,dsyb,South Atlantic Ocean,106.99999999999999
1816,68,DCM,0.8 to 5,179,6.24e-08,dsyb,South Atlantic Ocean,62.400000000000006
1817,68,DCM,0.8 to 5,332,2.4e-07,dsyb,South Atlantic Ocean,239.99999999999997
1818,68,DCM,0.8 to 5,2743,2.3900000000000002e-08,dsyb,South Atlantic Ocean,23.900000000000002
1819,68,DCM,0.8 to 5,178,0.0,dsyb,South Atlantic Ocean,0.0
1820,68,DCM,0.8 to 5,59,2.36e-08,dsyb,South Atlantic Ocean,23.599999999999998
1821,68,DCM,0.8 to 5,44,6.27e-07,dsyb,South Atlantic Ocean,627.0
1822,68,DCM,0.8 to 5,24,9.79e-08,dsyb,South Atlantic Ocean,97.89999999999999
1823,68,DCM,0.8 to 5,12,0.0,dsyb,South Atlantic Ocean,0.0
1824,144,SRF,20 to 180,12,0.0,dsyb,North Atlantic Ocean,0.0
1825,144,SRF,20 to 180,178,0.0,dsyb,North Atlantic Ocean,0.0
1826,144,SRF,20 to 180,44,7.57e-08,dsyb,North Atlantic Ocean,75.7
1827,132,DCM,180 to 2000,38,5.03e-08,dsyb,North Pacific Ocean,50.3
1828,36,DCM,5 to 20,166,4.21e-07,dsyb,Indian Ocean,421.0
1829,36,DCM,5 to 20,179,1.94e-07,dsyb,Indian Ocean,194.0
1830,36,DCM,5 to 20,46,0.0,dsyb,Indian Ocean,0.0
1831,111,DCM,5 to 20,178,0.0,dsyb,South Pacific Ocean,0.0
1832,111,DCM,5 to 20,44,6.41e-07,dsyb,South Pacific Ocean,641.0
1833,111,DCM,5 to 20,24,1.1e-06,dsyb,South Pacific Ocean,1100.0
1834,111,DCM,5 to 20,66,2.67e-07,dsyb,South Pacific Ocean,267.0
1835,111,DCM,5 to 20,1580,0.0,dsyb,South Pacific Ocean,0.0
1836,111,DCM,5 to 20,179,4.05e-07,dsyb,South Pacific Ocean,405.0
1837,111,DCM,5 to 20,166,5.14e-07,dsyb,South Pacific Ocean,514.0
1838,111,DCM,5 to 20,36,2.95e-07,dsyb,South Pacific Ocean,295.0
1839,111,DCM,5 to 20,188,2.25e-07,dsyb,South Pacific Ocean,225.0
1840,111,DCM,5 to 20,58,7.18e-08,dsyb,South Pacific Ocean,71.8
1841,111,DCM,5 to 20,38,1.42e-07,dsyb,South Pacific Ocean,142.0
1842,92,SRF,5 to 20,13,1.57e-07,dsyb,South Pacific Ocean,157.0
1843,92,SRF,5 to 20,4,1.62e-07,dsyb,South Pacific Ocean,162.0
1844,92,SRF,5 to 20,67,8.130000000000001e-08,dsyb,South Pacific Ocean,81.30000000000001
1845,92,SRF,5 to 20,58,3.69e-07,dsyb,South Pacific Ocean,369.0
1846,147,SRF,180 to 2000,38,8.820000000000001e-08,dsyb,North Atlantic Ocean,88.2
1847,147,SRF,180 to 2000,2493,0.0,dsyb,North Atlantic Ocean,0.0
1848,150,DCM,20 to 180,12,0.0,dsyb,North Atlantic Ocean,0.0
1849,150,DCM,20 to 180,2493,0.0,dsyb,North Atlantic Ocean,0.0
1850,150,DCM,20 to 180,46,0.0,dsyb,North Atlantic Ocean,0.0
1851,78,SRF,5 to 20,44,1.62e-07,dsyb,South Atlantic Ocean,162.0
1852,110,DCM,180 to 2000,44,2.7800000000000003e-07,dsyb,South Pacific Ocean,278.0
1853,84,SRF,0.8 to 5,112,0.0,dsyb,Southern Ocean (S of 40S),0.0
1854,84,SRF,0.8 to 5,30,1.37e-07,dsyb,Southern Ocean (S of 40S),137.0
1855,84,SRF,0.8 to 5,67,5.1500000000000005e-08,dsyb,Southern Ocean (S of 40S),51.50000000000001
1856,84,SRF,0.8 to 5,4,9.6e-07,dsyb,Southern Ocean (S of 40S),959.9999999999999
1857,84,SRF,0.8 to 5,85,0.0,dsyb,Southern Ocean (S of 40S),0.0
1858,84,SRF,0.8 to 5,13,1.63e-06,dsyb,Southern Ocean (S of 40S),1630.0
1859,84,SRF,0.8 to 5,74,1.8899999999999999e-07,dsyb,Southern Ocean (S of 40S),188.99999999999997
1860,135,DCM,180 to 2000,188,2.0699999999999997e-08,dsyb,North Pacific Ocean,20.699999999999996
1861,135,DCM,180 to 2000,166,2.0699999999999997e-08,dsyb,North Pacific Ocean,20.699999999999996
1862,135,DCM,180 to 2000,2493,0.0,dsyb,North Pacific Ocean,0.0
1863,135,DCM,180 to 2000,179,2.46e-08,dsyb,North Pacific Ocean,24.599999999999998
1864,135,DCM,180 to 2000,38,4.0700000000000003e-07,dsyb,North Pacific Ocean,407.00000000000006
1865,135,DCM,180 to 2000,58,2.09e-08,dsyb,North Pacific Ocean,20.9
1866,128,DCM,5 to 20,58,6.719999999999999e-08,dsyb,North Pacific Ocean,67.19999999999999
1867,128,DCM,5 to 20,1255,2.4899999999999997e-07,dsyb,North Pacific Ocean,248.99999999999997
1868,128,DCM,5 to 20,44,2.37e-07,dsyb,North Pacific Ocean,237.0
1869,128,DCM,5 to 20,166,2.4e-08,dsyb,North Pacific Ocean,24.0
1870,72,DCM,5 to 20,12,0.0,dsyb,South Atlantic Ocean,0.0
1871,72,DCM,5 to 20,13,0.0,dsyb,South Atlantic Ocean,0.0
1872,72,DCM,5 to 20,1580,0.0,dsyb,South Atlantic Ocean,0.0
1873,23,DCM,0.8 to 5,2743,3.3e-08,dsyb,Mediterranean Sea,33.0
1874,23,DCM,0.8 to 5,66,2.43e-07,dsyb,Mediterranean Sea,243.0
1875,23,DCM,0.8 to 5,58,3.3e-08,dsyb,Mediterranean Sea,33.0
1876,23,DCM,0.8 to 5,36,1.68e-07,dsyb,Mediterranean Sea,168.0
1877,23,DCM,0.8 to 5,178,0.0,dsyb,Mediterranean Sea,0.0
1878,23,DCM,0.8 to 5,225,3.3e-08,dsyb,Mediterranean Sea,33.0
1879,123,SRF,180 to 2000,44,4.979999999999999e-07,dsyb,South Pacific Ocean,497.99999999999994
1880,123,SRF,180 to 2000,332,5.57e-08,dsyb,South Pacific Ocean,55.7
1881,132,DCM,0.8 to 5,188,3.92e-08,dsyb,North Pacific Ocean,39.2
1882,132,DCM,0.8 to 5,12,0.0,dsyb,North Pacific Ocean,0.0
1883,132,DCM,0.8 to 5,166,2.05e-07,dsyb,North Pacific Ocean,205.0
1884,132,DCM,0.8 to 5,44,7.7e-07,dsyb,North Pacific Ocean,770.0
1885,132,DCM,0.8 to 5,332,5.8200000000000005e-08,dsyb,North Pacific Ocean,58.2
1886,132,DCM,0.8 to 5,179,1.0199999999999999e-07,dsyb,North Pacific Ocean,101.99999999999999
1887,132,DCM,0.8 to 5,58,0.0,dsyb,North Pacific Ocean,0.0
1888,36,DCM,180 to 2000,166,9.59e-08,dsyb,Indian Ocean,95.9
1889,36,DCM,180 to 2000,179,6.01e-08,dsyb,Indian Ocean,60.1
1890,85,DCM,180 to 2000,74,1.0699999999999999e-07,dsyb,Southern Ocean (S of 40S),106.99999999999999
1891,85,DCM,180 to 2000,85,0.0,dsyb,Southern Ocean (S of 40S),0.0
1892,85,DCM,180 to 2000,13,3.25e-07,dsyb,Southern Ocean (S of 40S),325.0
1893,85,DCM,180 to 2000,67,0.0,dsyb,Southern Ocean (S of 40S),0.0
1894,85,DCM,180 to 2000,30,2.07e-07,dsyb,Southern Ocean (S of 40S),207.0
1895,85,DCM,180 to 2000,4,3.64e-07,dsyb,Southern Ocean (S of 40S),364.0
1896,85,DCM,180 to 2000,112,0.0,dsyb,Southern Ocean (S of 40S),0.0
1897,151,DCM,20 to 180,46,0.0,dsyb,North Atlantic Ocean,0.0
1898,151,DCM,20 to 180,35,0.0,dsyb,North Atlantic Ocean,0.0
1899,151,DCM,20 to 180,12,0.0,dsyb,North Atlantic Ocean,0.0
1900,151,DCM,20 to 180,2493,0.0,dsyb,North Atlantic Ocean,0.0
1901,98,SRF,5 to 20,44,5.6100000000000006e-08,dsyb,South Pacific Ocean,56.10000000000001
1902,98,SRF,5 to 20,46,0.0,dsyb,South Pacific Ocean,0.0
1903,36,SRF,20 to 180,46,0.0,dsyb,Indian Ocean,0.0
1904,36,SRF,20 to 180,179,2.33e-07,dsyb,Indian Ocean,233.0
1905,36,SRF,20 to 180,188,1.0199999999999999e-07,dsyb,Indian Ocean,101.99999999999999
1906,36,SRF,20 to 180,166,5.71e-07,dsyb,Indian Ocean,571.0
1907,124,SRF,0.8 to 5,2743,6.45e-08,dsyb,South Pacific Ocean,64.5
1908,124,SRF,0.8 to 5,58,5.99e-08,dsyb,South Pacific Ocean,59.9
1909,124,SRF,0.8 to 5,76,3.26e-08,dsyb,South Pacific Ocean,32.6
1910,124,SRF,0.8 to 5,66,9.53e-08,dsyb,South Pacific Ocean,95.3
1911,124,SRF,0.8 to 5,36,3.64e-08,dsyb,South Pacific Ocean,36.4
1912,124,SRF,0.8 to 5,44,2.05e-05,dsyb,South Pacific Ocean,20500.0
1913,124,SRF,0.8 to 5,225,2.7900000000000002e-08,dsyb,South Pacific Ocean,27.900000000000002
1914,151,SRF,20 to 180,46,0.0,dsyb,North Atlantic Ocean,0.0
1915,151,SRF,20 to 180,2493,0.0,dsyb,North Atlantic Ocean,0.0
1916,151,SRF,20 to 180,12,0.0,dsyb,North Atlantic Ocean,0.0
1917,109,SRF,20 to 180,44,2.39e-07,dsyb,North Pacific Ocean,239.0
1918,109,SRF,20 to 180,166,2.4300000000000003e-08,dsyb,North Pacific Ocean,24.300000000000004
1919,109,SRF,20 to 180,46,0.0,dsyb,North Pacific Ocean,0.0
1920,39,DCM,0.8 to 5,188,7.019999999999999e-08,dsyb,Indian Ocean,70.19999999999999
1921,39,DCM,0.8 to 5,36,0.0,dsyb,Indian Ocean,0.0
1922,39,DCM,0.8 to 5,166,2.21e-06,dsyb,Indian Ocean,2210.0
1923,39,DCM,0.8 to 5,4,0.0,dsyb,Indian Ocean,0.0
